bedrooms,bathrooms,surface_useful
154.26861399775643,-2027.4650851853794,965.920549601289
154.26861399775643,-59.05238112190416,-3487.6813797772925
154.26861399775643,-59.05238112190416,-3560.691247472024
1439.8403973123939,-2027.4650851853794,-4217.780056724601
-1131.3031693168807,-59.05238112190416,-2684.5728351352536
-1131.3031693168807,-59.05238112190416,-3998.750453640408
1439.8403973123939,-59.05238112190416,3156.2165804432148
-1131.3031693168807,1909.3603229415712,89.80213726451883
154.26861399775643,-59.05238112190416,-1370.395216630098
154.26861399775643,1909.3603229415712,5784.571817453526
154.26861399775643,-2027.4650851853794,-1516.41495201956
1439.8403973123939,-2027.4650851853794,-6992.155029124374
1439.8403973123939,-2027.4650851853794,-9182.451059966299
-1131.3031693168807,-59.05238112190416,2280.0981681064445
154.26861399775643,-59.05238112190416,-2246.5136289668685
1439.8403973123939,-59.05238112190416,-3487.6813797772925
-1131.3031693168807,-59.05238112190416,-3998.750453640408
154.26861399775643,-59.05238112190416,-3341.661644387831
-1131.3031693168807,1909.3603229415712,10530.21321761103
154.26861399775643,-2027.4650851853794,-6189.046484482334
1439.8403973123939,-2027.4650851853794,-7284.194499903298
154.26861399775643,-59.05238112190416,-786.3162750722513
154.26861399775643,1909.3603229415712,-2392.5333643563304
1439.8403973123939,-2027.4650851853794,-5312.928072145564
154.26861399775643,-59.05238112190416,-1297.3853489353673
154.26861399775643,1909.3603229415712,2134.0784327169827
1439.8403973123939,-59.05238112190416,-786.3162750722513
-1131.3031693168807,1909.3603229415712,3083.2067127484843
154.26861399775643,-59.05238112190416,-3341.661644387831
-1131.3031693168807,1909.3603229415712,-1224.3754812406364
154.26861399775643,1909.3603229415712,4616.413934337832
154.26861399775643,-59.05238112190416,-3268.6517766930997
1439.8403973123939,-2027.4650851853794,-6335.066219871796
154.26861399775643,-2027.4650851853794,-2976.612305914177
154.26861399775643,-59.05238112190416,1111.9402849907506
154.26861399775643,-59.05238112190416,16.792269569788
2725.4121806270305,-2027.4650851853794,-5823.99714600868
154.26861399775643,-59.05238112190416,-2538.5530997457918
2725.4121806270305,-3995.877789248855,-8379.34251532426
-2416.874952631518,1909.3603229415712,11625.361233031994
1439.8403973123939,-2027.4650851853794,-5677.977410619218
154.26861399775643,-59.05238112190416,5784.571817453526
1439.8403973123939,-2027.4650851853794,5054.4731405062175
154.26861399775643,-59.05238112190416,-4874.868865977179
154.26861399775643,-59.05238112190416,-2027.484025882676
-1131.3031693168807,3877.773027005046,6587.680362095565
2725.4121806270305,-3995.877789248855,-9839.539869218877
1439.8403973123939,-2027.4650851853794,-2976.612305914177
154.26861399775643,1909.3603229415712,-275.24720120913537
-1131.3031693168807,-59.05238112190416,-3268.6517766930997
154.26861399775643,-59.05238112190416,-4728.849130587717
-1131.3031693168807,1909.3603229415712,-786.3162750722513
-1131.3031693168807,1909.3603229415712,-3122.6320413036383
-1131.3031693168807,1909.3603229415712,-2027.484025882676
154.26861399775643,-2027.4650851853794,-4436.809659808793
-1131.3031693168807,-59.05238112190416,-2173.5037612721376
154.26861399775643,-59.05238112190416,2134.0784327169827
-1131.3031693168807,1909.3603229415712,3302.236315832677
154.26861399775643,-59.05238112190416,-1735.4445551037525
154.26861399775643,-2027.4650851853794,-3122.6320413036383
-1131.3031693168807,-59.05238112190416,9435.065202190066
797.0545056550751,-1043.2587331536417,-5020.888601366641
-2416.874952631518,1909.3603229415712,5200.4928758956785
154.26861399775643,1909.3603229415712,5054.4731405062175
154.26861399775643,-59.05238112190416,-3414.6715120825615
-1131.3031693168807,-59.05238112190416,-56.21759812494286
1439.8403973123939,-2027.4650851853794,-4801.858998282448
1439.8403973123939,-59.05238112190416,-4290.789924419332
1439.8403973123939,-2027.4650851853794,-5897.007013703411
2725.4121806270305,-2027.4650851853794,-7138.174764513837
154.26861399775643,-2027.4650851853794,-4801.858998282448
-2416.874952631518,1909.3603229415712,3886.3152573905236
154.26861399775643,-59.05238112190416,-3195.641908998369
-1131.3031693168807,-59.05238112190416,-2611.5629674405227
1439.8403973123939,-2027.4650851853794,3302.236315832677
154.26861399775643,1909.3603229415712,8266.907319074373
154.26861399775643,-59.05238112190416,-2319.5234966615994
154.26861399775643,-2027.4650851853794,-2976.612305914177
-1131.3031693168807,-59.05238112190416,-4582.829395198255
-1131.3031693168807,3877.773027005046,16517.02236857896
154.26861399775643,-59.05238112190416,6587.680362095565
154.26861399775643,-2027.4650851853794,-6992.155029124374
154.26861399775643,-59.05238112190416,308.8317403487114
154.26861399775643,-59.05238112190416,-1443.4050843248292
154.26861399775643,-59.05238112190416,-2246.5136289668685
-1131.3031693168807,1909.3603229415712,8704.966525242759
154.26861399775643,-2027.4650851853794,-2246.5136289668685
1439.8403973123939,-2027.4650851853794,-6335.066219871796
-1131.3031693168807,3877.773027005046,892.9106819065582
154.26861399775643,-2027.4650851853794,-4290.789924419332
154.26861399775643,-59.05238112190416,-3049.622173608908
1439.8403973123939,-2027.4650851853794,-7065.164896819104
154.26861399775643,-2027.4650851853794,-3852.730718250947
154.26861399775643,-59.05238112190416,-5750.987278313949
154.26861399775643,-59.05238112190416,-4436.809659808793
-1131.3031693168807,1909.3603229415712,-2246.5136289668685
1439.8403973123939,-2027.4650851853794,-6481.085955261257
154.26861399775643,-59.05238112190416,-202.23733351440458
-1131.3031693168807,1909.3603229415712,8704.966525242759
154.26861399775643,-59.05238112190416,-786.3162750722513
2725.4121806270305,-2027.4650851853794,-8963.421456882106
-2416.874952631518,5846.185731068521,17101.101310136808
-2416.874952631518,3877.773027005046,1403.979755769674
154.26861399775643,-2027.4650851853794,-1881.464290493214
154.26861399775643,-59.05238112190416,-5239.9182044508325
154.26861399775643,-59.05238112190416,-1516.41495201956
154.26861399775643,-59.05238112190416,-3341.661644387831
154.26861399775643,-59.05238112190416,-2392.5333643563304
-1131.3031693168807,-59.05238112190416,-3341.661644387831
-1131.3031693168807,1909.3603229415712,15129.834882379075
154.26861399775643,-2027.4650851853794,-5093.8984690613715
154.26861399775643,-59.05238112190416,-2246.5136289668685
154.26861399775643,-59.05238112190416,-2246.5136289668685
154.26861399775643,1909.3603229415712,7974.86784829545
154.26861399775643,-59.05238112190416,-3487.6813797772925
-1131.3031693168807,1909.3603229415712,-2684.5728351352536
-1131.3031693168807,1909.3603229415712,1915.04882963279
154.26861399775643,1909.3603229415712,8704.966525242759
154.26861399775643,-59.05238112190416,-2684.5728351352536
154.26861399775643,-59.05238112190416,-4436.809659808793
154.26861399775643,-2027.4650851853794,-6335.066219871796
-1131.3031693168807,-59.05238112190416,-2246.5136289668685
154.26861399775643,1909.3603229415712,4835.443537422025
-2416.874952631518,1909.3603229415712,9435.065202190066
2725.4121806270305,-3995.877789248855,-8233.322779934799
154.26861399775643,-59.05238112190416,-4801.858998282448
2725.4121806270305,-3995.877789248855,-9693.520133829415
-1131.3031693168807,3877.773027005046,5346.51261128514
154.26861399775643,-59.05238112190416,-3341.661644387831
154.26861399775643,-59.05238112190416,15640.90395624219
-1131.3031693168807,1909.3603229415712,5784.571817453526
154.26861399775643,-59.05238112190416,-3998.750453640408
-1131.3031693168807,3877.773027005046,7390.788906737604
154.26861399775643,-59.05238112190416,-3414.6715120825615
154.26861399775643,1909.3603229415712,1330.9698880749434
154.26861399775643,-59.05238112190416,5346.51261128514
1439.8403973123939,-59.05238112190416,673.8810788223656
154.26861399775643,1909.3603229415712,673.8810788223656
-1131.3031693168807,-59.05238112190416,4178.354728169446
154.26861399775643,-59.05238112190416,-5458.947807535025
1439.8403973123939,-2027.4650851853794,-6043.026749092873
2725.4121806270305,-2027.4650851853794,-5970.016881398141
154.26861399775643,-59.05238112190416,5200.4928758956785
-1131.3031693168807,-59.05238112190416,-4071.7603213351395
-1131.3031693168807,-59.05238112190416,-3560.691247472024
154.26861399775643,1909.3603229415712,1038.9304172960199
-1131.3031693168807,1909.3603229415712,-1881.464290493214
154.26861399775643,-59.05238112190416,-2465.543232051061
-1131.3031693168807,1909.3603229415712,-2246.5136289668685
-1131.3031693168807,1909.3603229415712,-2027.484025882676
1439.8403973123939,-2027.4650851853794,-7722.253706071683
-2416.874952631518,5846.185731068521,10530.21321761103
-1131.3031693168807,1909.3603229415712,21116.644033347002
1439.8403973123939,-59.05238112190416,-1151.3656135459057
154.26861399775643,-59.05238112190416,2134.0784327169827
154.26861399775643,1909.3603229415712,11187.302026863608
154.26861399775643,1909.3603229415712,8631.956657548028
-1131.3031693168807,-59.05238112190416,-2976.612305914177
-1131.3031693168807,-59.05238112190416,1549.999491159136
154.26861399775643,-59.05238112190416,-3560.691247472024
1439.8403973123939,-59.05238112190416,9581.08493757953
154.26861399775643,-2027.4650851853794,-11737.79642928188
154.26861399775643,-59.05238112190416,-5385.937939840294
154.26861399775643,-59.05238112190416,-2976.612305914177
-1131.3031693168807,-59.05238112190416,-5385.937939840294
-2416.874952631518,3877.773027005046,2864.177109664291
154.26861399775643,-59.05238112190416,-3341.661644387831
154.26861399775643,-2027.4650851853794,-11956.826032366072
-1131.3031693168807,1909.3603229415712,1111.9402849907506
-2416.874952631518,3877.773027005046,3448.256051222138
154.26861399775643,-59.05238112190416,454.8514757381731
154.26861399775643,-59.05238112190416,4178.354728169446
154.26861399775643,3877.773027005046,7974.86784829545
1439.8403973123939,-2027.4650851853794,-5385.937939840294
154.26861399775643,-59.05238112190416,-4290.789924419332
154.26861399775643,1909.3603229415712,8412.927054463835
154.26861399775643,-59.05238112190416,-2319.5234966615994
154.26861399775643,-2027.4650851853794,-4071.7603213351395
154.26861399775643,-59.05238112190416,-2976.612305914177
-1131.3031693168807,-59.05238112190416,5054.4731405062175
-2416.874952631518,3877.773027005046,11625.361233031994
154.26861399775643,-59.05238112190416,-2392.5333643563304
154.26861399775643,-59.05238112190416,-1881.464290493214
1439.8403973123939,-59.05238112190416,-56.21759812494286
154.26861399775643,1909.3603229415712,454.8514757381731
1439.8403973123939,-2027.4650851853794,-6700.115558345451
154.26861399775643,1909.3603229415712,6879.719832874487
1439.8403973123939,-2027.4650851853794,-6627.10569065072
-1131.3031693168807,1909.3603229415712,-56.21759812494286
1439.8403973123939,-59.05238112190416,-4290.789924419332
2725.4121806270305,-2027.4650851853794,-5823.99714600868
154.26861399775643,-59.05238112190416,2280.0981681064445
-1131.3031693168807,1909.3603229415712,5054.4731405062175
1439.8403973123939,-2027.4650851853794,-6043.026749092873
154.26861399775643,-59.05238112190416,-3414.6715120825615
154.26861399775643,-59.05238112190416,-2392.5333643563304
154.26861399775643,1909.3603229415712,-3122.6320413036383
-1131.3031693168807,-59.05238112190416,2426.117903495906
1439.8403973123939,-2027.4650851853794,-4071.7603213351395
154.26861399775643,-2027.4650851853794,-1516.41495201956
-2416.874952631518,3877.773027005046,1403.979755769674
154.26861399775643,1909.3603229415712,4616.413934337832
-1131.3031693168807,-59.05238112190416,-567.2866719880589
1439.8403973123939,-2027.4650851853794,-7649.243838376952
797.0545056550751,-59.05238112190416,-2392.5333643563304
154.26861399775643,1909.3603229415712,5054.4731405062175
154.26861399775643,1909.3603229415712,5784.571817453526
-2416.874952631518,3877.773027005046,1476.989623464405
-1131.3031693168807,1909.3603229415712,3886.3152573905236
1439.8403973123939,-2027.4650851853794,-5823.99714600868
154.26861399775643,3877.773027005046,8704.966525242759
1439.8403973123939,-2027.4650851853794,-8087.303044545338
154.26861399775643,-59.05238112190416,-3560.691247472024
-1131.3031693168807,1909.3603229415712,14034.686866958109
154.26861399775643,-2027.4650851853794,1111.9402849907506
-1131.3031693168807,3877.773027005046,17247.12104552627
154.26861399775643,-2027.4650851853794,-5458.947807535025
-1131.3031693168807,1909.3603229415712,7755.838245211258
154.26861399775643,1909.3603229415712,5784.571817453526
2725.4121806270305,-3995.877789248855,-5385.937939840294
-2416.874952631518,1909.3603229415712,7463.798774432334
154.26861399775643,-59.05238112190416,-129.2274658196737
154.26861399775643,-2027.4650851853794,-5750.987278313949
154.26861399775643,-59.05238112190416,-5239.9182044508325
1439.8403973123939,-59.05238112190416,-2976.612305914177
1439.8403973123939,-2027.4650851853794,-7284.194499903298
1439.8403973123939,-59.05238112190416,-1589.4248197142908
-1131.3031693168807,-2027.4650851853794,-5166.908336756102
-1131.3031693168807,1909.3603229415712,7390.788906737604
-1131.3031693168807,-59.05238112190416,-2465.543232051061
-1131.3031693168807,-59.05238112190416,-786.3162750722513
-1131.3031693168807,-59.05238112190416,10530.21321761103
154.26861399775643,-59.05238112190416,-3560.691247472024
-1131.3031693168807,1909.3603229415712,7463.798774432334
-1131.3031693168807,1909.3603229415712,-2027.484025882676
-1131.3031693168807,1909.3603229415712,7244.769171348142
154.26861399775643,-59.05238112190416,9143.025731411144
-3702.4467359461555,3877.773027005046,7171.759303653412
154.26861399775643,-59.05238112190416,-1589.4248197142908
-1131.3031693168807,-59.05238112190416,-2903.602438219446
154.26861399775643,-59.05238112190416,5054.4731405062175
-1131.3031693168807,-59.05238112190416,-4071.7603213351395
-1131.3031693168807,-59.05238112190416,5054.4731405062175
1439.8403973123939,-2027.4650851853794,-7722.253706071683
-1131.3031693168807,1909.3603229415712,-2246.5136289668685
1439.8403973123939,-59.05238112190416,9435.065202190066
154.26861399775643,-59.05238112190416,-2465.543232051061
154.26861399775643,-59.05238112190416,-3341.661644387831
1439.8403973123939,-59.05238112190416,-4582.829395198255
154.26861399775643,-59.05238112190416,2134.0784327169827
154.26861399775643,-59.05238112190416,-2976.612305914177
-1131.3031693168807,1909.3603229415712,1330.9698880749434
154.26861399775643,1909.3603229415712,7244.769171348142
154.26861399775643,-59.05238112190416,4178.354728169446
-1131.3031693168807,1909.3603229415712,2499.127771190637
154.26861399775643,-59.05238112190416,-2246.5136289668685
-1131.3031693168807,1909.3603229415712,-1662.4346874090218
154.26861399775643,1909.3603229415712,17247.12104552627
154.26861399775643,-59.05238112190416,3229.2264481379457
-2416.874952631518,-59.05238112190416,9216.035599105875
154.26861399775643,-59.05238112190416,-5641.472476771853
-3702.4467359461555,1909.3603229415712,3448.256051222138
154.26861399775643,1909.3603229415712,-2246.5136289668685
-1131.3031693168807,-59.05238112190416,-2538.5530997457918
154.26861399775643,-59.05238112190416,-2100.4938935774067
154.26861399775643,-59.05238112190416,-2976.612305914177
-1131.3031693168807,3877.773027005046,7901.857980600719
154.26861399775643,-59.05238112190416,2864.177109664291
154.26861399775643,-59.05238112190416,-3341.661644387831
-1131.3031693168807,1909.3603229415712,6149.62115592718
154.26861399775643,-2027.4650851853794,-2757.5827028299846
-2416.874952631518,1909.3603229415712,3886.3152573905236
-1131.3031693168807,1909.3603229415712,13085.558586926609
154.26861399775643,-59.05238112190416,-2611.5629674405227
-1131.3031693168807,3877.773027005046,2645.1475065800987
1439.8403973123939,-2027.4650851853794,-6554.095822955988
-1131.3031693168807,1909.3603229415712,5054.4731405062175
154.26861399775643,-59.05238112190416,-5020.888601366641
2725.4121806270305,-2027.4650851853794,-7649.243838376952
1439.8403973123939,-2027.4650851853794,-5897.007013703411
154.26861399775643,-59.05238112190416,673.8810788223656
154.26861399775643,-59.05238112190416,-6627.10569065072
-1131.3031693168807,1909.3603229415712,6149.62115592718
1439.8403973123939,-2027.4650851853794,-6773.125426040182
154.26861399775643,-59.05238112190416,-3341.661644387831
154.26861399775643,-59.05238112190416,-2319.5234966615994
154.26861399775643,-59.05238112190416,-2173.5037612721376
-1131.3031693168807,-59.05238112190416,-3341.661644387831
-1131.3031693168807,3877.773027005046,9581.08493757953
154.26861399775643,-59.05238112190416,-1954.474158187945
154.26861399775643,1909.3603229415712,3594.2757866116003
1439.8403973123939,-2027.4650851853794,-3925.7405859456776
-1131.3031693168807,-59.05238112190416,-4655.839262892986
154.26861399775643,1909.3603229415712,3813.3053896957927
1439.8403973123939,-59.05238112190416,-2976.612305914177
154.26861399775643,-59.05238112190416,-2319.5234966615994
154.26861399775643,-59.05238112190416,-3414.6715120825615
154.26861399775643,-2027.4650851853794,-2465.543232051061
154.26861399775643,-59.05238112190416,6952.729700569218
154.26861399775643,-59.05238112190416,-4582.829395198255
